Місто,Дата,Час,Вік,К-ть
Загвіздя,2021-02-13,2021-02-13 20:00:00,50-59,26
Угринів,2021-02-15,2021-02-15 04:00:00,40-49,26
Угринів,2021-02-14,2021-02-14 21:00:00,15-19,26
Угринів,2021-02-15,2021-02-15 02:00:00,40-49,26
Загвіздя,2021-02-02,2021-02-02 16:00:00,15-19,26
Загвіздя,2021-02-02,2021-02-02 20:00:00,50-59,26
Загвіздя,2021-02-02,2021-02-02 21:00:00,40-49,26
Тисмениця,2021-02-20,2021-02-20 15:00:00,40-49,26
Лисець,2021-02-07,2021-02-07 10:00:00,50-59,26
Загвіздя,2021-02-02,2021-02-02 19:00:00,15-19,26
Богородчани,2021-02-13,2021-02-13 04:00:00,30-39,26
Ямниця,2021-02-13,2021-02-13 04:00:00,20-29,26
Підпечери,2021-02-19,2021-02-19 02:00:00,30-39,26
Драгомирчани,2021-02-15,2021-02-15 22:00:00,20-29,26
Підпечери,2021-02-19,2021-02-19 01:00:00,30-39,26
Підпечери,2021-02-11,2021-02-11 00:00:00,20-29,26
Черніїв,2021-02-01,2021-02-01 20:00:00,40-49,26
Підпечери,2021-02-02,2021-02-02 04:00:00,30-39,26
Братківці,2021-02-11,2021-02-11 05:00:00,20-29,26
Бурштин,2021-02-09,2021-02-09 12:00:00,40-49,26
Братківці,2021-02-17,2021-02-17 23:00:00,20-29,26
Загвіздя,2021-02-05,2021-02-05 13:00:00,15-19,26
Крихівці,2021-02-18,2021-02-18 21:00:00,40-49,26
Підпечери,2021-02-14,2021-02-14 06:00:00,20-29,26
Крихівці,2021-02-17,2021-02-17 23:00:00,40-49,26
Підпечери,2021-02-10,2021-02-10 14:00:00,15-19,26
Загвіздя,2021-02-05,2021-02-05 22:00:00,40-49,26
Надвірна,2021-02-18,2021-02-18 04:00:00,30-39,26
Тисмениця,2021-02-02,2021-02-02 21:00:00,15-19,26
Бурштин,2021-02-09,2021-02-09 04:00:00,20-29,26
Угринів,2021-02-20,2021-02-20 21:00:00,15-19,26
Загвіздя,2021-02-05,2021-02-05 20:00:00,40-49,26
Лисець,2021-02-05,2021-02-05 02:00:00,20-29,26
Угринів,2021-02-08,2021-02-08 02:00:00,40-49,26
Черніїв,2021-02-12,2021-02-12 20:00:00,50-59,26
Братківці,2021-02-19,2021-02-19 04:00:00,20-29,26
Крихівці,2021-02-19,2021-02-19 22:00:00,40-49,26
Угринів,2021-02-11,2021-02-11 03:00:00,40-49,26
Бурштин,2021-02-21,2021-02-21 03:00:00,20-29,26
Підпечери,2021-02-16,2021-02-16 01:00:00,20-29,26
Драгомирчани,2021-02-15,2021-02-15 00:00:00,20-29,26
Угринів,2021-02-11,2021-02-11 01:00:00,40-49,26
Черніїв,2021-02-18,2021-02-18 03:00:00,20-29,26
Надвірна,2021-02-18,2021-02-18 10:00:00,40-49,26
Угринів,2021-02-10,2021-02-10 23:00:00,40-49,26
Драгомирчани,2021-02-15,2021-02-15 05:00:00,30-39,26
Черніїв,2021-02-17,2021-02-17 19:00:00,50-59,26
Богородчани,2021-02-04,2021-02-04 19:00:00,40-49,26
Підпечери,2021-02-04,2021-02-04 20:00:00,40-49,26
Калуш,2021-02-18,2021-02-18 03:00:00,20-29,26
Калуш,2021-02-18,2021-02-18 03:00:00,30-39,26
Драгомирчани,2021-02-12,2021-02-12 01:00:00,30-39,26
Калуш,2021-02-18,2021-02-18 05:00:00,30-39,26
Підлужжя,2021-02-02,2021-02-02 20:00:00,40-49,26
Бурштин,2021-02-09,2021-02-09 15:00:00,40-49,26
Загвіздя,2021-02-14,2021-02-14 16:00:00,40-49,26
Угринів,2021-02-19,2021-02-19 21:00:00,50-59,26
Надвірна,2021-02-02,2021-02-02 18:00:00,50-59,26
Драгомирчани,2021-02-12,2021-02-12 03:00:00,30-39,26
Черніїв,2021-02-09,2021-02-09 05:00:00,20-29,26
Загвіздя,2021-02-21,2021-02-21 03:00:00,20-29,26
Загвіздя,2021-02-21,2021-02-21 04:00:00,20-29,26
Загвіздя,2021-02-08,2021-02-08 20:00:00,40-49,26
Надвірна,2021-02-14,2021-02-14 16:00:00,40-49,26
Калуш,2021-02-08,2021-02-08 16:00:00,15-19,26
Підлужжя,2021-02-07,2021-02-07 15:00:00,40-49,26
Крихівці,2021-02-11,2021-02-11 14:00:00,15-19,26
Підлужжя,2021-02-07,2021-02-07 14:00:00,40-49,26
Лисець,2021-02-14,2021-02-14 00:00:00,30-39,26
Калуш,2021-02-01,2021-02-01 04:00:00,20-29,26
Крихівці,2021-02-09,2021-02-09 01:00:00,40-49,26
Братківці,2021-02-05,2021-02-05 04:00:00,30-39,26
Калуш,2021-02-05,2021-02-05 11:00:00,15-19,26
Черніїв,2021-02-05,2021-02-05 16:00:00,15-19,26
Підлужжя,2021-02-08,2021-02-08 00:00:00,20-29,26
Братківці,2021-02-05,2021-02-05 01:00:00,20-29,26
Бурштин,2021-02-04,2021-02-04 08:00:00,40-49,26
Тисмениця,2021-02-10,2021-02-10 09:00:00,15-19,26
Підпечери,2021-02-06,2021-02-06 09:00:00,50-59,26
Богородчани,2021-02-08,2021-02-08 03:00:00,30-39,26
Надвірна,2021-02-16,2021-02-16 06:00:00,20-29,26
Підпечери,2021-02-01,2021-02-01 00:00:00,30-39,26
Ямниця,2021-02-04,2021-02-04 19:00:00,50-59,26
Драгомирчани,2021-02-03,2021-02-03 07:00:00,40-49,26
Братківці,2021-02-02,2021-02-02 04:00:00,30-39,26
Надвірна,2021-02-04,2021-02-04 18:00:00,50-59,26
Підлужжя,2021-02-11,2021-02-11 02:00:00,20-29,26
Надвірна,2021-02-14,2021-02-14 11:00:00,50-59,26
Богородчани,2021-02-03,2021-02-03 05:00:00,30-39,26
Лисець,2021-02-20,2021-02-20 00:00:00,30-39,26
Підпечери,2021-02-21,2021-02-21 14:00:00,50-59,26
Крихівці,2021-02-10,2021-02-10 10:00:00,15-19,26
Підлужжя,2021-02-11,2021-02-11 07:00:00,40-49,26
Крихівці,2021-02-09,2021-02-09 12:00:00,15-19,26
Лисець,2021-02-17,2021-02-17 22:00:00,20-29,26
Драгомирчани,2021-02-21,2021-02-21 11:00:00,40-49,26
Підлужжя,2021-02-21,2021-02-21 18:00:00,50-59,26
Драгомирчани,2021-02-21,2021-02-21 13:00:00,50-59,26
Крихівці,2021-02-09,2021-02-09 20:00:00,50-59,26
Драгомирчани,2021-02-06,2021-02-06 05:00:00,20-29,26
Підпечери,2021-02-21,2021-02-21 15:00:00,40-49,26
Підпечери,2021-02-21,2021-02-21 07:00:00,20-29,26
Ямниця,2021-02-21,2021-02-21 17:00:00,50-59,26
Калуш,2021-02-06,2021-02-06 15:00:00,40-49,26
Калуш,2021-02-06,2021-02-06 15:00:00,50-59,26
Драгомирчани,2021-02-09,2021-02-09 00:00:00,30-39,26
Крихівці,2021-02-05,2021-02-05 16:00:00,15-19,26
Драгомирчани,2021-02-06,2021-02-06 01:00:00,20-29,26
Драгомирчани,2021-02-21,2021-02-21 12:00:00,40-49,26
Драгомирчани,2021-02-04,2021-02-04 20:00:00,40-49,26
Крихівці,2021-02-04,2021-02-04 21:00:00,40-49,26
Лисець,2021-02-12,2021-02-12 23:00:00,30-39,26
Загвіздя,2021-02-11,2021-02-11 09:00:00,15-19,26
Надвірна,2021-02-15,2021-02-15 10:00:00,40-49,26
Тисмениця,2021-02-12,2021-02-12 15:00:00,15-19,26
Драгомирчани,2021-02-20,2021-02-20 17:00:00,40-49,26
Калуш,2021-02-07,2021-02-07 15:00:00,40-49,26
Калуш,2021-02-07,2021-02-07 16:00:00,40-49,26
Крихівці,2021-02-06,2021-02-06 04:00:00,40-49,26
Підлужжя,2021-02-09,2021-02-09 00:00:00,30-39,26
Підпечери,2021-02-03,2021-02-03 04:00:00,30-39,26
Загвіздя,2021-02-18,2021-02-18 20:00:00,50-59,26
Підпечери,2021-02-01,2021-02-01 01:00:00,30-39,26
Надвірна,2021-02-09,2021-02-09 17:00:00,50-59,26
Ямниця,2021-02-19,2021-02-19 18:00:00,50-59,26
Бурштин,2021-02-03,2021-02-03 18:00:00,40-49,26
Черніїв,2021-02-08,2021-02-08 21:00:00,40-49,26
Братківці,2021-02-02,2021-02-02 18:00:00,40-49,26
Калуш,2021-02-05,2021-02-05 18:00:00,50-59,26
Братківці,2021-02-02,2021-02-02 00:00:00,30-39,26
Угринів,2021-02-01,2021-02-01 05:00:00,40-49,26
Підпечери,2021-02-07,2021-02-07 14:00:00,40-49,26
Бурштин,2021-02-01,2021-02-01 09:00:00,40-49,26
Калуш,2021-02-02,2021-02-02 18:00:00,50-59,26
Лисець,2021-02-15,2021-02-15 16:00:00,40-49,26
Братківці,2021-02-07,2021-02-07 05:00:00,30-39,26
Підпечери,2021-02-09,2021-02-09 05:00:00,20-29,26
Калуш,2021-02-03,2021-02-03 20:00:00,40-49,26
Калуш,2021-02-11,2021-02-11 18:00:00,50-59,26
Бурштин,2021-02-01,2021-02-01 08:00:00,40-49,26
Бурштин,2021-02-06,2021-02-06 09:00:00,50-59,26
Богородчани,2021-02-10,2021-02-10 18:00:00,40-49,26
Ямниця,2021-02-15,2021-02-15 03:00:00,30-39,26
Братківці,2021-02-07,2021-02-07 04:00:00,20-29,26
Загвіздя,2021-02-07,2021-02-07 17:00:00,15-19,26
Надвірна,2021-02-04,2021-02-04 08:00:00,40-49,26
Підпечери,2021-02-07,2021-02-07 13:00:00,40-49,26
Ямниця,2021-02-11,2021-02-11 03:00:00,20-29,26
Ямниця,2021-02-06,2021-02-06 03:00:00,30-39,26
Підпечери,2021-02-15,2021-02-15 08:00:00,40-49,26
Підлужжя,2021-02-18,2021-02-18 06:00:00,20-29,26
Калуш,2021-02-03,2021-02-03 08:00:00,40-49,26
Надвірна,2021-02-13,2021-02-13 18:00:00,50-59,26
Підпечери,2021-02-07,2021-02-07 12:00:00,40-49,26
Лисець,2021-02-15,2021-02-15 10:00:00,40-49,26
Надвірна,2021-02-10,2021-02-10 05:00:00,20-29,26
Підпечери,2021-02-12,2021-02-12 07:00:00,40-49,26
Угринів,2021-02-02,2021-02-02 01:00:00,40-49,26
Богородчани,2021-02-18,2021-02-18 06:00:00,20-29,26
Богородчани,2021-02-11,2021-02-11 01:00:00,20-29,26
Драгомирчани,2021-02-08,2021-02-08 02:00:00,30-39,26
Тисмениця,2021-02-17,2021-02-17 02:00:00,20-29,26
Угринів,2021-02-01,2021-02-01 21:00:00,50-59,26
Братківці,2021-02-01,2021-02-01 07:00:00,50-59,26
Надвірна,2021-02-07,2021-02-07 13:00:00,50-59,26
Надвірна,2021-02-07,2021-02-07 14:00:00,40-49,26
Крихівці,2021-02-03,2021-02-03 15:00:00,15-19,26
Підлужжя,2021-02-21,2021-02-21 10:00:00,40-49,26
Бурштин,2021-02-20,2021-02-20 01:00:00,20-29,26
Калуш,2021-02-10,2021-02-10 13:00:00,50-59,26
Драгомирчани,2021-02-19,2021-02-19 05:00:00,30-39,26
Підлужжя,2021-02-11,2021-02-11 20:00:00,50-59,26
Черніїв,2021-02-21,2021-02-21 17:00:00,50-59,26
Ямниця,2021-02-05,2021-02-05 20:00:00,40-49,26
Драгомирчани,2021-02-02,2021-02-02 20:00:00,40-49,26
Калуш,2021-02-02,2021-02-02 01:00:00,30-39,26
Підлужжя,2021-02-20,2021-02-20 01:00:00,20-29,26
Бурштин,2021-02-01,2021-02-01 03:00:00,30-39,26
Черніїв,2021-02-21,2021-02-21 14:00:00,50-59,26
Крихівці,2021-02-12,2021-02-12 23:00:00,40-49,26
Братківці,2021-02-06,2021-02-06 16:00:00,50-59,26
Драгомирчани,2021-02-07,2021-02-07 14:00:00,50-59,26
Ямниця,2021-02-04,2021-02-04 03:00:00,30-39,26
Крихівці,2021-02-13,2021-02-13 23:00:00,40-49,26
Підлужжя,2021-02-06,2021-02-06 13:00:00,50-59,26
Ямниця,2021-02-04,2021-02-04 02:00:00,30-39,26
Бурштин,2021-02-14,2021-02-14 06:00:00,30-39,26
Бурштин,2021-02-14,2021-02-14 06:00:00,20-29,26
Надвірна,2021-02-02,2021-02-02 02:00:00,20-29,26
Надвірна,2021-02-20,2021-02-20 04:00:00,30-39,26
Лисець,2021-02-12,2021-02-12 00:00:00,20-29,26
Підпечери,2021-02-08,2021-02-08 20:00:00,40-49,26
Черніїв,2021-02-17,2021-02-17 07:00:00,40-49,25
Надвірна,2021-02-11,2021-02-11 04:00:00,20-29,25
Тисмениця,2021-02-12,2021-02-12 03:00:00,20-29,25
Тисмениця,2021-02-05,2021-02-05 06:00:00,20-29,25
Братківці,2021-02-03,2021-02-03 00:00:00,20-29,25
Братківці,2021-02-03,2021-02-03 00:00:00,30-39,25
Надвірна,2021-02-20,2021-02-20 19:00:00,40-49,25
Тисмениця,2021-02-10,2021-02-10 20:00:00,40-49,25
Тисмениця,2021-02-11,2021-02-11 13:00:00,15-19,25
Братківці,2021-02-01,2021-02-01 02:00:00,20-29,25
Тисмениця,2021-02-05,2021-02-05 05:00:00,30-39,25
Братківці,2021-02-13,2021-02-13 10:00:00,40-49,25
Загвіздя,2021-02-13,2021-02-13 12:00:00,15-19,25
Загвіздя,2021-02-10,2021-02-10 08:00:00,15-19,25
Тисмениця,2021-02-11,2021-02-11 18:00:00,50-59,25
Драгомирчани,2021-02-07,2021-02-07 12:00:00,40-49,25
Тисмениця,2021-02-05,2021-02-05 10:00:00,15-19,25
Тисмениця,2021-02-11,2021-02-11 07:00:00,40-49,25
Загвіздя,2021-02-10,2021-02-10 13:00:00,15-19,25
Лисець,2021-02-06,2021-02-06 09:00:00,40-49,25
Загвіздя,2021-02-04,2021-02-04 09:00:00,15-19,25
Драгомирчани,2021-02-06,2021-02-06 17:00:00,50-59,25
Надвірна,2021-02-08,2021-02-08 04:00:00,20-29,25
Підлужжя,2021-02-19,2021-02-19 19:00:00,50-59,25
Драгомирчани,2021-02-07,2021-02-07 17:00:00,40-49,25
Підлужжя,2021-02-15,2021-02-15 19:00:00,40-49,25
Драгомирчани,2021-02-12,2021-02-12 18:00:00,50-59,25
Загвіздя,2021-02-10,2021-02-10 09:00:00,15-19,25
Богородчани,2021-02-21,2021-02-21 08:00:00,20-29,25
Братківці,2021-02-02,2021-02-02 19:00:00,50-59,25
Підлужжя,2021-02-15,2021-02-15 23:00:00,20-29,25
Драгомирчани,2021-02-08,2021-02-08 18:00:00,50-59,25
Лисець,2021-02-01,2021-02-01 18:00:00,40-49,25
Драгомирчани,2021-02-07,2021-02-07 11:00:00,40-49,25
Братківці,2021-02-06,2021-02-06 15:00:00,40-49,25
Загвіздя,2021-02-12,2021-02-12 15:00:00,15-19,25
Братківці,2021-02-06,2021-02-06 09:00:00,50-59,25
Черніїв,2021-02-21,2021-02-21 03:00:00,20-29,25
Братківці,2021-02-06,2021-02-06 17:00:00,40-49,25
Тисмениця,2021-02-07,2021-02-07 16:00:00,40-49,25
Надвірна,2021-02-21,2021-02-21 03:00:00,20-29,25
Черніїв,2021-02-19,2021-02-19 05:00:00,20-29,25
Братківці,2021-02-06,2021-02-06 17:00:00,50-59,25
Черніїв,2021-02-21,2021-02-21 17:00:00,40-49,25
Надвірна,2021-02-08,2021-02-08 18:00:00,50-59,25
Братківці,2021-02-05,2021-02-05 19:00:00,50-59,25
Бурштин,2021-02-13,2021-02-13 04:00:00,30-39,25
Загвіздя,2021-02-08,2021-02-08 09:00:00,15-19,25
Тисмениця,2021-02-13,2021-02-13 10:00:00,50-59,25
Драгомирчани,2021-02-10,2021-02-10 00:00:00,20-29,25
Загвіздя,2021-02-12,2021-02-12 07:00:00,40-49,25
Тисмениця,2021-02-08,2021-02-08 18:00:00,50-59,25
Ямниця,2021-02-11,2021-02-11 04:00:00,20-29,25
Тисмениця,2021-02-08,2021-02-08 07:00:00,40-49,25
Лисець,2021-02-04,2021-02-04 05:00:00,20-29,25
Братківці,2021-02-08,2021-02-08 03:00:00,30-39,25
Бурштин,2021-02-13,2021-02-13 19:00:00,40-49,25
Драгомирчани,2021-02-02,2021-02-02 00:00:00,20-29,25
Загвіздя,2021-02-07,2021-02-07 16:00:00,50-59,25
Драгомирчани,2021-02-02,2021-02-02 00:00:00,30-39,25
Надвірна,2021-02-20,2021-02-20 02:00:00,30-39,25
Драгомирчани,2021-02-02,2021-02-02 02:00:00,30-39,25
Загвіздя,2021-02-12,2021-02-12 14:00:00,15-19,25
Бурштин,2021-02-13,2021-02-13 13:00:00,40-49,25
Братківці,2021-02-07,2021-02-07 14:00:00,50-59,25
Підпечери,2021-02-02,2021-02-02 02:00:00,30-39,25
Загвіздя,2021-02-09,2021-02-09 07:00:00,50-59,25
Братківці,2021-02-03,2021-02-03 18:00:00,50-59,25
Угринів,2021-02-19,2021-02-19 20:00:00,50-59,25
Братківці,2021-02-04,2021-02-04 17:00:00,50-59,25
Богородчани,2021-02-14,2021-02-14 17:00:00,50-59,25
Ямниця,2021-02-17,2021-02-17 03:00:00,20-29,25
Тисмениця,2021-02-10,2021-02-10 17:00:00,50-59,25
Братківці,2021-02-12,2021-02-12 04:00:00,30-39,25
Лисець,2021-02-05,2021-02-05 19:00:00,50-59,25
Надвірна,2021-02-06,2021-02-06 05:00:00,30-39,25
Загвіздя,2021-02-08,2021-02-08 18:00:00,15-19,25
Драгомирчани,2021-02-04,2021-02-04 02:00:00,30-39,25
Богородчани,2021-02-01,2021-02-01 00:00:00,30-39,25
Драгомирчани,2021-02-03,2021-02-03 07:00:00,50-59,25
Черніїв,2021-02-18,2021-02-18 21:00:00,40-49,25
Тисмениця,2021-02-09,2021-02-09 23:00:00,20-29,25
Надвірна,2021-02-06,2021-02-06 04:00:00,20-29,25
Драгомирчани,2021-02-04,2021-02-04 06:00:00,20-29,25
Підпечери,2021-02-20,2021-02-20 19:00:00,40-49,25
Тисмениця,2021-02-10,2021-02-10 08:00:00,50-59,25
Тисмениця,2021-02-06,2021-02-06 16:00:00,50-59,25
Загвіздя,2021-02-08,2021-02-08 20:00:00,15-19,25
Підпечери,2021-02-17,2021-02-17 20:00:00,40-49,25
Братківці,2021-02-05,2021-02-05 01:00:00,30-39,25
Загвіздя,2021-02-05,2021-02-05 16:00:00,15-19,25
Братківці,2021-02-12,2021-02-12 18:00:00,40-49,25
Загвіздя,2021-02-16,2021-02-16 17:00:00,15-19,25
Надвірна,2021-02-13,2021-02-13 19:00:00,50-59,25
Тисмениця,2021-02-17,2021-02-17 00:00:00,20-29,25
Тисмениця,2021-02-17,2021-02-17 01:00:00,20-29,25
Підлужжя,2021-02-04,2021-02-04 20:00:00,40-49,25
Лисець,2021-02-17,2021-02-17 15:00:00,40-49,25
Загвіздя,2021-02-19,2021-02-19 07:00:00,50-59,25
Черніїв,2021-02-11,2021-02-11 02:00:00,20-29,25
Угринів,2021-02-02,2021-02-02 06:00:00,15-19,25
Лисець,2021-02-11,2021-02-11 00:00:00,20-29,25
Драгомирчани,2021-02-18,2021-02-18 02:00:00,30-39,25
Драгомирчани,2021-02-18,2021-02-18 05:00:00,30-39,25
Бурштин,2021-02-07,2021-02-07 11:00:00,50-59,25
Ямниця,2021-02-20,2021-02-20 04:00:00,20-29,25
Богородчани,2021-02-05,2021-02-05 07:00:00,50-59,25
Калуш,2021-02-06,2021-02-06 18:00:00,50-59,25
Крихівці,2021-02-14,2021-02-14 22:00:00,40-49,25
Підпечери,2021-02-13,2021-02-13 15:00:00,50-59,25
Бурштин,2021-02-20,2021-02-20 04:00:00,20-29,25
Калуш,2021-02-12,2021-02-12 05:00:00,30-39,25
Бурштин,2021-02-07,2021-02-07 02:00:00,30-39,25
Надвірна,2021-02-07,2021-02-07 13:00:00,40-49,25
Черніїв,2021-02-10,2021-02-10 20:00:00,40-49,25
Загвіздя,2021-02-15,2021-02-15 21:00:00,40-49,25
Підлужжя,2021-02-13,2021-02-13 00:00:00,20-29,25
Крихівці,2021-02-06,2021-02-06 05:00:00,40-49,25
Надвірна,2021-02-09,2021-02-09 01:00:00,30-39,25
Братківці,2021-02-21,2021-02-21 13:00:00,50-59,25
Тисмениця,2021-02-18,2021-02-18 18:00:00,40-49,25
Підлужжя,2021-02-09,2021-02-09 20:00:00,40-49,25
Калуш,2021-02-14,2021-02-14 07:00:00,20-29,25
Богородчани,2021-02-02,2021-02-02 02:00:00,30-39,25
Угринів,2021-02-05,2021-02-05 22:00:00,15-19,25
Драгомирчани,2021-02-17,2021-02-17 05:00:00,30-39,25
Бурштин,2021-02-17,2021-02-17 08:00:00,40-49,25
Братківці,2021-02-21,2021-02-21 02:00:00,30-39,25
Братківці,2021-02-21,2021-02-21 01:00:00,30-39,25
Братківці,2021-02-21,2021-02-21 01:00:00,20-29,25
Підлужжя,2021-02-04,2021-02-04 07:00:00,40-49,25
Бурштин,2021-02-07,2021-02-07 17:00:00,50-59,25
Крихівці,2021-02-16,2021-02-16 00:00:00,40-49,25
Калуш,2021-02-06,2021-02-06 02:00:00,30-39,25
Ямниця,2021-02-18,2021-02-18 04:00:00,20-29,25
Тисмениця,2021-02-16,2021-02-16 17:00:00,40-49,25
Тисмениця,2021-02-16,2021-02-16 17:00:00,15-19,25
Підпечери,2021-02-08,2021-02-08 05:00:00,30-39,25
Калуш,2021-02-05,2021-02-05 20:00:00,50-59,25
Загвіздя,2021-02-21,2021-02-21 11:00:00,50-59,25
Тисмениця,2021-02-01,2021-02-01 19:00:00,40-49,25
Крихівці,2021-02-09,2021-02-09 13:00:00,15-19,25
Підпечери,2021-02-18,2021-02-18 02:00:00,30-39,25
Бурштин,2021-02-18,2021-02-18 01:00:00,20-29,25
Підлужжя,2021-02-07,2021-02-07 12:00:00,40-49,25
Підпечери,2021-02-06,2021-02-06 12:00:00,50-59,25
Калуш,2021-02-08,2021-02-08 19:00:00,50-59,25
Тисмениця,2021-02-18,2021-02-18 03:00:00,20-29,25
Ямниця,2021-02-07,2021-02-07 15:00:00,50-59,25
Черніїв,2021-02-05,2021-02-05 21:00:00,40-49,25
Крихівці,2021-02-10,2021-02-10 17:00:00,15-19,25
Ямниця,2021-02-15,2021-02-15 08:00:00,50-59,25
Лисець,2021-02-18,2021-02-18 06:00:00,20-29,25
Підлужжя,2021-02-06,2021-02-06 17:00:00,40-49,25
Лисець,2021-02-20,2021-02-20 09:00:00,50-59,25
Ямниця,2021-02-17,2021-02-17 20:00:00,50-59,25
Лисець,2021-02-20,2021-02-20 10:00:00,40-49,25
Лисець,2021-02-12,2021-02-12 10:00:00,40-49,25
Лисець,2021-02-20,2021-02-20 06:00:00,30-39,25
Підлужжя,2021-02-11,2021-02-11 19:00:00,40-49,25
Надвірна,2021-02-06,2021-02-06 19:00:00,50-59,25
Лисець,2021-02-12,2021-02-12 18:00:00,50-59,25
Лисець,2021-02-12,2021-02-12 15:00:00,40-49,25
Калуш,2021-02-08,2021-02-08 15:00:00,15-19,25
Тисмениця,2021-02-18,2021-02-18 07:00:00,40-49,25
Ямниця,2021-02-16,2021-02-16 05:00:00,20-29,25
Надвірна,2021-02-17,2021-02-17 06:00:00,20-29,25
Крихівці,2021-02-11,2021-02-11 09:00:00,15-19,25
Лисець,2021-02-17,2021-02-17 23:00:00,20-29,25
Черніїв,2021-02-06,2021-02-06 03:00:00,20-29,25
Підлужжя,2021-02-05,2021-02-05 20:00:00,40-49,25
Черніїв,2021-02-10,2021-02-10 05:00:00,20-29,25
Тисмениця,2021-02-21,2021-02-21 16:00:00,50-59,25
Черніїв,2021-02-09,2021-02-09 21:00:00,40-49,25
Калуш,2021-02-10,2021-02-10 14:00:00,15-19,25
Черніїв,2021-02-10,2021-02-10 01:00:00,20-29,25
Калуш,2021-02-07,2021-02-07 03:00:00,20-29,25
Лисець,2021-02-18,2021-02-18 00:00:00,20-29,25
Крихівці,2021-02-14,2021-02-14 17:00:00,15-19,25
Калуш,2021-02-11,2021-02-11 11:00:00,15-19,25
Тисмениця,2021-02-01,2021-02-01 01:00:00,20-29,25
Черніїв,2021-02-04,2021-02-04 02:00:00,20-29,25
Крихівці,2021-02-12,2021-02-12 18:00:00,15-19,25
Бурштин,2021-02-18,2021-02-18 04:00:00,20-29,25
Бурштин,2021-02-05,2021-02-05 08:00:00,40-49,25
Бурштин,2021-02-18,2021-02-18 05:00:00,20-29,25
Лисець,2021-02-12,2021-02-12 01:00:00,30-39,25
Підлужжя,2021-02-08,2021-02-08 23:00:00,20-29,25
Крихівці,2021-02-03,2021-02-03 16:00:00,15-19,25
Бурштин,2021-02-03,2021-02-03 18:00:00,50-59,25
Крихівці,2021-02-13,2021-02-13 00:00:00,40-49,25
Черніїв,2021-02-04,2021-02-04 15:00:00,15-19,25
Крихівці,2021-02-20,2021-02-20 05:00:00,20-29,25
Бурштин,2021-02-10,2021-02-10 10:00:00,40-49,25
Бурштин,2021-02-16,2021-02-16 12:00:00,40-49,25
Калуш,2021-02-02,2021-02-02 09:00:00,40-49,25
Ямниця,2021-02-06,2021-02-06 08:00:00,40-49,25
Підпечери,2021-02-04,2021-02-04 19:00:00,50-59,25
Загвіздя,2021-02-01,2021-02-01 04:00:00,20-29,25
Крихівці,2021-02-07,2021-02-07 00:00:00,40-49,25
Лисець,2021-02-14,2021-02-14 14:00:00,50-59,25
Бурштин,2021-02-10,2021-02-10 05:00:00,20-29,25
Загвіздя,2021-02-01,2021-02-01 16:00:00,15-19,25
Загвіздя,2021-02-01,2021-02-01 17:00:00,15-19,25
Угринів,2021-02-13,2021-02-13 15:00:00,15-19,25
Загвіздя,2021-02-01,2021-02-01 19:00:00,50-59,25
Надвірна,2021-02-01,2021-02-01 02:00:00,20-29,25
Підпечери,2021-02-13,2021-02-13 01:00:00,20-29,25
Калуш,2021-02-02,2021-02-02 12:00:00,15-19,25
Черніїв,2021-02-14,2021-02-14 18:00:00,40-49,25
Тисмениця,2021-02-19,2021-02-19 01:00:00,30-39,25
Бурштин,2021-02-21,2021-02-21 02:00:00,20-29,25
Угринів,2021-02-11,2021-02-11 00:00:00,40-49,25
Угринів,2021-02-11,2021-02-11 02:00:00,40-49,25
Черніїв,2021-02-07,2021-02-07 06:00:00,20-29,25
Ямниця,2021-02-01,2021-02-01 19:00:00,50-59,25
Крихівці,2021-02-19,2021-02-19 14:00:00,15-19,25
Бурштин,2021-02-16,2021-02-16 18:00:00,50-59,25
Лисець,2021-02-14,2021-02-14 11:00:00,50-59,25
Братківці,2021-02-16,2021-02-16 22:00:00,30-39,25
Підлужжя,2021-02-10,2021-02-10 20:00:00,40-49,25
Лисець,2021-02-16,2021-02-16 00:00:00,30-39,25
Драгомирчани,2021-02-14,2021-02-14 09:00:00,40-49,25
Богородчани,2021-02-06,2021-02-06 15:00:00,50-59,25
Черніїв,2021-02-16,2021-02-16 03:00:00,20-29,25
Тисмениця,2021-02-04,2021-02-04 16:00:00,15-19,25
Підпечери,2021-02-09,2021-02-09 15:00:00,15-19,25
Надвірна,2021-02-19,2021-02-19 03:00:00,30-39,25
Калуш,2021-02-03,2021-02-03 15:00:00,50-59,25
Калуш,2021-02-21,2021-02-21 04:00:00,30-39,25
Богородчани,2021-02-12,2021-02-12 18:00:00,40-49,25
Угринів,2021-02-15,2021-02-15 21:00:00,15-19,25
Ямниця,2021-02-20,2021-02-20 10:00:00,50-59,25
Загвіздя,2021-02-13,2021-02-13 15:00:00,50-59,25
Богородчани,2021-02-21,2021-02-21 10:00:00,40-49,25
Богородчани,2021-02-21,2021-02-21 09:00:00,50-59,25
Надвірна,2021-02-08,2021-02-08 03:00:00,20-29,25
Тисмениця,2021-02-14,2021-02-14 13:00:00,40-49,25
Ямниця,2021-02-19,2021-02-19 11:00:00,15-19,25
Крихівці,2021-02-20,2021-02-20 21:00:00,50-59,25
Калуш,2021-02-20,2021-02-20 09:00:00,40-49,25
Підпечери,2021-02-17,2021-02-17 21:00:00,40-49,25
Калуш,2021-02-20,2021-02-20 03:00:00,20-29,25
